GEOID,NAME,variable,estimate,moe,year,label_short
2502775400,West Brookfield,B08301_016,0,12,2018,Taxicab
2502775400,West Brookfield,B08301_017,0,12,2018,Motorcycle
2502775400,West Brookfield,B08301_018,0,12,2018,Bicycle
2502775400,West Brookfield,B08301_019,101,76,2018,Walked
2502775400,West Brookfield,B08301_020,12,20,2018,Other means
2502775400,West Brookfield,B08301_021,62,43,2018,Worked at home
2502782000,Worcester,B08301_003,60696,1419,2018,"Car, truck, or van - Drove alone"
2502782000,Worcester,B08301_004,8852,795,2018,"Car, truck, or van - Carpooled"
2502782000,Worcester,B08301_010,2576,352,2018,Public transportation (excluding taxicab)
2502782000,Worcester,B08301_016,475,160,2018,Taxicab
2502782000,Worcester,B08301_017,20,18,2018,Motorcycle
2502782000,Worcester,B08301_018,212,104,2018,Bicycle
2502782000,Worcester,B08301_019,5516,554,2018,Walked
2502782000,Worcester,B08301_020,1471,279,2018,Other means
2502782000,Worcester,B08301_021,3822,509,2018,Worked at home
2502702760,Auburn,B08301_003,7503,266,2019,"Car, truck, or van: - Drove alone"
2502702760,Auburn,B08301_004,474,127,2019,"Car, truck, or van: - Carpooled:"
2502702760,Auburn,B08301_010,84,54,2019,Public transportation (excluding taxicab):
2502702760,Auburn,B08301_016,0,19,2019,Taxicab
2502702760,Auburn,B08301_017,0,19,2019,Motorcycle
2502702760,Auburn,B08301_018,8,11,2019,Bicycle
2502702760,Auburn,B08301_019,92,52,2019,Walked
2502702760,Auburn,B08301_020,17,17,2019,Other means
2502702760,Auburn,B08301_021,239,91,2019,Worked from home
2502703740,Barre,B08301_003,2265,399,2019,"Car, truck, or van: - Drove alone"
2502703740,Barre,B08301_004,344,197,2019,"Car, truck, or van: - Carpooled:"
2502703740,Barre,B08301_010,0,17,2019,Public transportation (excluding taxicab):
2502703740,Barre,B08301_016,0,17,2019,Taxicab
2502703740,Barre,B08301_017,0,17,2019,Motorcycle
2502703740,Barre,B08301_018,0,17,2019,Bicycle
2502703740,Barre,B08301_019,0,17,2019,Walked
2502703740,Barre,B08301_020,0,17,2019,Other means
2502703740,Barre,B08301_021,451,303,2019,Worked from home
2502705490,Berlin,B08301_003,1473,160,2019,"Car, truck, or van: - Drove alone"
2502705490,Berlin,B08301_004,62,40,2019,"Car, truck, or van: - Carpooled:"
2502705490,Berlin,B08301_010,25,18,2019,Public transportation (excluding taxicab):
2502705490,Berlin,B08301_016,0,12,2019,Taxicab
2502705490,Berlin,B08301_017,0,12,2019,Motorcycle
2502705490,Berlin,B08301_018,9,13,2019,Bicycle
2502705490,Berlin,B08301_019,33,37,2019,Walked
2502705490,Berlin,B08301_020,17,27,2019,Other means
2502705490,Berlin,B08301_021,96,50,2019,Worked from home
2502706015,Blackstone,B08301_003,4494,336,2019,"Car, truck, or van: - Drove alone"
2502706015,Blackstone,B08301_004,501,160,2019,"Car, truck, or van: - Carpooled:"
2502706015,Blackstone,B08301_010,33,34,2019,Public transportation (excluding taxicab):
2502706015,Blackstone,B08301_016,0,17,2019,Taxicab
2502706015,Blackstone,B08301_017,0,17,2019,Motorcycle
2502706015,Blackstone,B08301_018,0,17,2019,Bicycle
2502706015,Blackstone,B08301_019,41,42,2019,Walked
2502706015,Blackstone,B08301_020,34,40,2019,Other means
2502706015,Blackstone,B08301_021,257,115,2019,Worked from home
2502707525,Boylston,B08301_003,1890,179,2019,"Car, truck, or van: - Drove alone"
2502707525,Boylston,B08301_004,124,72,2019,"Car, truck, or van: - Carpooled:"
2502707525,Boylston,B08301_010,21,21,2019,Public transportation (excluding taxicab):
2502707525,Boylston,B08301_016,0,12,2019,Taxicab
2502707525,Boylston,B08301_017,8,13,2019,Motorcycle
2502707525,Boylston,B08301_018,0,12,2019,Bicycle
2502707525,Boylston,B08301_019,80,93,2019,Walked
2502707525,Boylston,B08301_020,60,59,2019,Other means
2502707525,Boylston,B08301_021,242,109,2019,Worked from home
2502709105,Brookfield,B08301_003,1540,210,2019,"Car, truck, or van: - Drove alone"
